City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,ringkobing,56.0901,8.244,16.68,91,19,4.67,DK,1692741573
365,cockburn town,21.4612,-71.1419,28.49,77,16,8.74,TC,1692741452
366,mount gambier,-37.8333,140.7667,9.61,93,90,2.81,AU,1692741488
367,murzuq,25.9155,13.9184,31.0,17,2,1.04,LY,1692741575
368,thompson,55.7435,-97.8558,24.09,43,75,3.09,CA,1692741576
369,hancheng,32.5186,112.3522,22.91,85,2,0.97,CN,1692741576
370,uige,-7.6087,15.0613,21.29,73,16,1.1,AO,1692741577
371,tanumah,27.1,44.1333,32.68,16,1,4.47,SA,1692741578
372,christchurch,-43.5333,172.6333,10.23,81,27,0.51,NZ,1692741065
373,charters towers,-20.1,146.2667,17.74,79,39,3.62,AU,1692741579
374,blantyre,-15.785,35.0085,20.97,30,0,2.08,MW,1692741580
375,byndoor,13.8667,74.6333,25.1,90,91,2.23,IN,1692741581
376,tremonton,41.7119,-112.1655,23.99,80,100,2.68,US,1692741582
377,mitchell,43.7094,-98.0298,45.47,9,2,7.55,US,1692741583
378,muisne,0.6,-80.0333,24.99,84,98,5.39,EC,1692741583
379,bandarbeyla,9.4942,50.8122,25.56,84,53,11.09,SO,1692741585
380,kenai,60.5544,-151.2583,17.05,67,0,1.54,US,1692741585
381,svay rieng,11.0879,105.7993,25.45,87,89,2.86,KH,1692741587
382,qui nhon,13.7667,109.2333,28.04,72,66,3.89,VN,1692741587
383,altai,46.3722,96.2583,10.34,56,88,0.93,MN,1692741588
384,brookings,44.3114,-96.7984,38.19,10,2,7.2,US,1692741428
385,mormugao,15.4,73.8,25.68,86,80,3.39,IN,1692741589
386,klaksvik,62.2266,-6.589,12.51,100,100,1.46,FO,1692741590
387,mengcheng chengguanzhen,33.2661,116.566,22.87,87,0,1.9,CN,1692741590
388,amos,48.5669,-78.1162,20.29,52,99,2.61,CA,1692741342
389,argo,37.6333,22.7333,30.44,31,0,2.41,GR,1692741591
390,sitka,57.0531,-135.33,18.81,66,4,2.97,US,1692741592
391,cidade velha,14.9167,-23.6167,28.26,78,75,3.6,CV,1692741595
392,presidencia roque saenz pena,-26.7852,-60.4388,31.02,28,1,1.43,AR,1692741596
393,neiafu,-18.65,-173.9833,24.38,69,40,3.6,TO,1692741598
394,atar,20.5169,-13.0499,38.03,19,11,0.82,MR,1692741598
395,upington,-28.4478,21.2561,12.21,30,0,3.09,ZA,1692741599
396,togur,58.3631,82.8265,13.42,90,90,2.81,RU,1692741599
397,nova vicosa,-17.8919,-39.3719,24.1,89,37,5.73,BR,1692741372
398,hays,30.0502,-98.0336,31.52,43,99,10.31,US,1692741623
399,baruun-urt,46.6806,113.2792,8.52,88,12,2.79,MN,1692741635
400,santa elena de uairen,4.6167,-61.1333,23.71,69,42,3.18,VE,1692741636
401,korla,41.7597,86.1469,26.96,28,99,2.24,CN,1692741637
402,atasu,48.6814,71.6433,22.18,38,17,1.77,KZ,1692741638
403,anadyr,64.75,177.4833,10.28,87,100,4.0,RU,1692741639
404,hinton,53.4001,-117.5857,17.26,74,100,2.41,CA,1692741643
405,nar'yan-mar,67.6713,53.087,8.05,90,88,4.74,RU,1692741644
406,hadibu,12.65,54.0333,26.9,77,4,6.4,YE,1692741646
407,pisco,-13.7,-76.2167,21.03,73,100,3.09,PE,1692741647
408,sawakin,19.1059,37.3321,35.69,34,27,4.07,SD,1692741648
409,labrador city,52.9463,-66.9114,11.95,58,75,5.14,CA,1692741614
410,bayanaul,50.7889,75.6956,17.78,62,3,1.46,KZ,1692741650
411,jacobabad,28.281,68.4388,31.69,52,5,4.38,PK,1692741652
412,bulancak,40.9372,38.2291,24.07,74,0,2.26,TR,1692741652
413,metlili chaamba,32.2667,3.6333,30.52,27,0,4.63,DZ,1692741654
414,miandrivazo,-19.5167,45.4667,24.77,42,63,0.21,MG,1692741655
415,borisoglebskiy,57.2586,39.1508,13.33,76,100,0.44,RU,1692741656
416,bardai,11.65,7.2333,26.69,62,68,3.99,NG,1692741657
417,igarka,67.4667,86.5833,11.04,94,100,3.28,RU,1692741659
418,mae hong son,19.3003,97.9685,23.87,100,100,0.44,TH,1692741660
419,oyo,7.85,3.9333,22.92,96,99,1.48,NG,1692741661
420,lodwar,3.1191,35.5973,29.77,37,82,8.62,KE,1692741666
421,sabang,5.8933,95.3214,27.79,78,100,5.03,ID,1692741667
422,lepsy,46.235,78.9456,24.59,32,41,2.46,KZ,1692741668
423,waingapu,-9.6567,120.2641,22.42,85,44,4.24,ID,1692741670
424,cooma,-36.2333,149.1333,7.27,90,95,1.58,AU,1692741673
425,sao joao da barra,-21.6403,-41.0511,25.05,88,0,4.83,BR,1692741673
426,puerto armuelles,8.2833,-82.8667,25.05,87,100,1.79,PA,1692741677
427,st. john's,47.5649,-52.7093,17.76,95,100,4.12,CA,1692741679
428,kristiansund,63.1115,7.732,15.36,88,44,1.54,NO,1692741680
429,walvis bay,-22.9575,14.5053,11.72,87,16,1.54,NA,1692741685
430,saint-pierre,-21.3393,55.4781,21.43,78,20,1.54,RE,1692741688
431,eldoret,0.5204,35.2699,14.78,83,67,2.17,KE,1692741693
432,belyy yar,53.6039,91.3903,10.94,93,0,0.0,RU,1692741697
433,howrah,22.5892,88.3103,29.0,89,40,2.57,IN,1692741698
434,sitia,35.2,26.0986,27.21,80,0,2.6,GR,1692741699
435,port saint john's,-31.6229,29.5448,19.57,52,1,1.99,ZA,1692741699
436,moranbah,-22.0016,148.0466,17.47,71,2,4.47,AU,1692741700
437,kovdor,67.5662,30.4758,11.16,72,100,1.79,RU,1692741702
438,lewiston orchards,46.3804,-116.9754,23.48,66,75,2.06,US,1692741703
439,kuta,-8.7233,115.1723,25.0,83,20,5.81,ID,1692741704
440,afaahiti,-17.75,-149.2833,24.93,62,28,2.99,PF,1692741704
441,huicungo,-7.2833,-76.8,33.55,39,98,0.46,PE,1692741705
442,brigantine,39.4101,-74.3646,24.55,60,0,5.66,US,1692741706
443,tamanrasset,22.785,5.5228,28.95,26,40,2.57,DZ,1692741709
444,san juan de miraflores,-12.1629,-76.9635,22.32,76,62,3.83,PE,1692741710
445,trubchevsk,52.5798,33.7644,14.08,91,49,3.11,RU,1692741711
446,taroa,8.7058,171.2275,27.59,79,97,7.4,MH,1692741711
447,grand baie,-20.0182,57.5802,23.03,77,29,0.45,MU,1692741679
448,kafir qala,34.6667,61.0667,25.22,26,0,5.22,AF,1692741712
449,luganville,-15.5333,167.1667,24.59,83,97,6.39,VU,1692741714
450,ilhabela,-23.7781,-45.3581,21.93,77,0,2.3,BR,1692741715
451,'ali al gharbi,32.4633,46.6864,38.9,10,0,3.59,IQ,1692741715
452,anqing,30.5092,117.0506,23.37,94,0,1.6,CN,1692741716
453,talata mafara,12.5732,6.0597,30.38,54,29,2.34,NG,1692741717
454,kilmore,-37.3,144.95,5.94,88,63,0.59,AU,1692741718
455,conde,-7.2597,-34.9075,24.7,88,75,3.09,BR,1692741719
456,asau,46.4333,26.4,21.51,65,20,0.33,RO,1692741719
457,daltonganj,24.0333,84.0667,25.37,93,100,1.27,IN,1692741634
458,celestun,20.8667,-90.4,30.33,69,90,6.61,MX,1692741721
459,freeport,40.6576,-73.5832,27.27,47,60,2.68,US,1692741614
460,mount pearl,47.5166,-52.7813,17.3,95,100,4.12,CA,1692741722
461,el granada,37.5027,-122.4694,32.18,69,0,8.23,US,1692741723
462,smithers,54.7804,-127.1743,24.18,31,0,1.03,CA,1692741553
463,hassi messaoud,31.6804,6.0729,32.92,24,0,2.57,DZ,1692741725
464,zheleznogorsk-ilimskiy,56.5768,104.1217,9.5,91,54,0.95,RU,1692741727
465,elliot lake,46.3834,-82.6331,21.75,45,81,3.28,CA,1692741728
466,tianpeng,30.9866,103.9393,24.26,81,3,1.85,CN,1692741728
467,kara-balta,42.8142,73.8481,22.03,31,5,2.53,KG,1692741729
468,glace bay,46.1969,-59.957,19.32,73,75,5.14,CA,1692741730
469,qandala,11.472,49.8728,32.73,52,22,1.6,SO,1692741731
470,tekirova,36.5017,30.5272,28.32,55,0,1.84,TR,1692741732
471,magadan,59.5667,150.8,14.3,68,11,2.44,RU,1692741732
472,bianzhuang,34.8486,118.0447,19.94,77,0,2.37,CN,1692741734
473,caleta de carquin,-11.0925,-77.6267,20.88,78,58,4.4,PE,1692741734
474,al khawr,25.7667,51.3167,33.1,52,0,3.6,QA,1692741735
475,chegdomyn,51.1167,133.0167,16.37,96,100,0.71,RU,1692741735
476,funafuti,-8.5243,179.1942,30.0,84,75,7.72,TV,1692741736
477,kifri,34.6959,44.9661,36.61,12,0,1.77,IQ,1692741738
478,dodola,6.9833,39.1833,12.31,90,98,0.65,ET,1692741738
479,santa cruz,-17.8,-63.1667,32.03,51,20,11.83,BO,1692741739
480,qarazhal,48.0078,70.7903,25.75,28,79,3.08,KZ,1692741740
481,kavaratti,10.5669,72.642,27.75,76,89,4.87,IN,1692741741
482,andergrove,-21.0833,149.1833,18.69,85,78,4.89,AU,1692741742
483,kerikeri,-35.2268,173.9474,12.73,89,85,0.45,NZ,1692741744
484,cody,44.5263,-109.0565,32.24,28,20,2.68,US,1692741583
485,okhotsk,59.3833,143.3,14.75,82,80,4.03,RU,1692741745
486,sarpol-e zahab,34.4611,45.8626,33.25,15,0,2.12,IR,1692741746
487,angaur state,6.906,134.13,27.58,80,30,3.87,PW,1692741747
488,smolensk,55.0,33.0,14.33,95,85,2.62,RU,1692741748
489,machico,32.7,-16.7667,27.23,77,20,1.54,PT,1692741748
490,yamethin,20.4333,96.15,23.15,97,99,2.53,MM,1692741749
491,orcopampa,-15.2661,-72.3417,13.77,20,41,4.12,PE,1692741751
492,sinop,41.7711,34.8709,21.13,39,0,2.02,TR,1692741729
493,kalmunai,7.4167,81.8167,25.84,88,89,4.55,LK,1692741752
494,nuku'alofa,-21.1333,-175.2,22.19,56,40,3.09,TO,1692741755
495,filingue,14.3521,3.3168,35.28,36,11,1.65,NE,1692741757
496,zhangjiajie,29.1294,110.4783,22.84,96,1,0.72,CN,1692741757
497,laguna,38.421,-121.4238,33.43,40,0,4.12,US,1692741758
498,chonchi,-42.6128,-73.8092,5.56,89,97,2.15,CL,1692741759
499,kitob,39.0843,66.8332,24.66,29,0,0.97,UZ,1692741761
500,sur,22.5667,59.5289,30.12,61,65,3.56,OM,1692741762
501,extrema,-22.8547,-46.3183,19.34,40,0,2.03,BR,1692741763
502,tavricheskoye,54.5851,73.6395,10.95,69,49,3.37,RU,1692741764
503,fangshan,39.6983,115.9925,21.48,77,0,1.54,CN,1692741766
504,kerema,-7.9631,145.7785,25.07,91,69,0.85,PG,1692741767
505,san luis de la loma,17.2706,-100.8939,30.09,71,58,2.42,MX,1692741768
506,keminmaa,65.8596,24.8228,14.87,88,0,2.57,FI,1692741768
507,kourou,5.1552,-52.6478,29.03,83,24,5.29,GF,1692741769
508,iquique,-20.2208,-70.1431,19.02,88,83,3.9,CL,1692741652
509,tranqueras,-31.2,-55.75,18.28,90,5,4.0,UY,1692741770
510,zhangye,38.9342,100.4517,17.53,38,6,2.35,CN,1692741771
511,badger,64.8,-147.5333,16.66,72,100,2.57,US,1692741771
512,yuzhno-kurilsk,44.0306,145.8556,21.41,96,100,3.69,RU,1692741773
513,allen,41.0706,-85.0144,27.86,55,0,1.54,US,1692741774
514,jianshui,23.6363,102.8264,19.43,95,100,1.0,CN,1692741775
515,bridgewater,44.3835,-64.5155,22.84,51,22,5.14,CA,1692741776
516,lagoa,39.05,-27.9833,20.94,65,100,5.89,PT,1692741776
517,nabatiye et tahta,33.3789,35.4839,25.29,86,0,1.54,LB,1692741777
518,udachny,66.4167,112.4,3.03,93,4,0.83,RU,1692741778
519,elkins,38.9259,-79.8467,26.23,58,0,4.12,US,1692741779
520,pyshma,56.9523,63.2513,10.41,60,97,1.8,RU,1692741779
521,khovd,48.0056,91.6419,14.72,58,1,0.65,MN,1692741782
522,forster,-32.1667,152.5167,16.83,68,24,4.28,AU,1692741784
523,araguaina,-7.1911,-48.2072,29.04,49,67,1.57,BR,1692741786
524,pascagoula,30.3658,-88.5561,38.4,48,0,2.06,US,1692741564
525,leava,-14.3,-178.1667,26.87,76,20,10.58,WF,1692741787
526,saint-philippe,-21.3585,55.7679,20.77,84,38,7.05,RE,1692741788
527,lospalos,-8.5186,127.0025,19.62,88,18,2.43,TL,1692741789
528,matadi,-5.8167,13.45,24.47,79,61,2.86,CD,1692741790
529,soligalich,59.0778,42.2864,7.47,81,62,1.72,RU,1692741791
530,aliveri,38.4167,24.0333,30.23,53,0,4.37,GR,1692741746
531,rupert,42.6191,-113.6772,26.21,41,99,1.54,US,1692741792
532,sambava,-14.2667,50.1667,20.64,87,3,4.31,MG,1692741793
533,caxito,-8.5785,13.6643,22.29,88,65,2.2,AO,1692741794
534,grand falls-windsor,48.9332,-55.6649,18.61,82,100,0.45,CA,1692741795
535,robore,-18.3333,-59.75,33.82,22,8,3.38,BO,1692741796
536,jipijapa,-1.3333,-80.5833,25.72,80,100,2.9,EC,1692741797
537,embi,48.8264,58.1442,23.01,48,96,4.16,KZ,1692741797
538,teknaf,20.8624,92.3058,26.06,87,100,1.93,BD,1692741798
539,abra pampa,-22.7205,-65.697,13.17,4,82,5.49,AR,1692741799
540,selkirk,50.1436,-96.8845,21.72,76,100,0.89,CA,1692741731
541,abashiri,44.0213,144.2697,24.97,85,0,3.35,JP,1692741801
542,sao jose da coroa grande,-8.8978,-35.1478,24.72,81,63,3.81,BR,1692741802
543,shimoda,34.6667,138.95,26.72,84,93,2.47,JP,1692741803
544,anupgarh,29.1911,73.2086,36.96,33,100,9.09,IN,1692741803
545,kibakwe,-6.7167,36.3667,17.42,79,0,2.23,TZ,1692741804
546,pindiga,9.9833,10.9333,25.26,76,50,2.6,NG,1692741805
547,santa ana,33.7456,-117.8678,36.34,53,20,5.14,US,1692741776
548,bayanhongor,46.7167,100.1167,3.87,87,14,0.6,MN,1692741807
549,comandante fontana,-25.3345,-59.6821,32.57,24,1,2.58,AR,1692741808
550,nadym,65.5333,72.5167,11.11,69,100,2.96,RU,1692741809
551,oum hadjer,13.2954,19.6966,30.33,54,63,4.08,TD,1692741810
552,dazuocun,24.8862,118.9643,26.52,83,99,2.87,CN,1692741811
553,newport,51.5877,-2.9984,17.12,88,58,3.03,GB,1692741812
554,ciudad bolivar,8.1222,-63.5497,32.82,46,41,3.15,VE,1692741813
555,tamandare,-8.7597,-35.1047,24.94,81,88,3.53,BR,1692741813
556,puerto leguizamo,-0.1934,-74.7819,26.35,87,95,1.71,CO,1692741814
557,popondetta,-8.7537,148.2534,25.23,84,99,0.43,PG,1692741815
558,shohimardon,39.9839,71.8028,18.43,36,3,2.75,UZ,1692741816
